comment_id;parent_comment_id;video_id;author_display_name;author_channel_id;author_channel_url;text_display;text_original;like_count;total_reply_count
UgxKZL12Au1ZxVs0qKd4AaABAg;None;V7TMkZH1AkM;@FutureCodingStars;UCXCEXokpYE4oL3-r3hR0ebA;http://www.youtube.com/@FutureCodingStars;It’s exciting to see a new course that uses hands-on projects to teach the foundational principles of building with AI.;It’s exciting to see a new course that uses hands-on projects to teach the foundational principles of building with AI.;4;0
UgwYSFIKrOulsSzIc4Z4AaABAg;None;V7TMkZH1AkM;@SimCoder-z;UCisqgvW6HOqSbxRHElSnQIw;http://www.youtube.com/@SimCoder-z;Really excited for this one, Mosh! A course on building a chatbot is exactly what I’ve been waiting for. Your teaching style makes even the most complex topics feel approachable. Can’t wait to dive in and start building something real. Keep up the amazing work!;Really excited for this one, Mosh! A course on building a chatbot is exactly what I’ve been waiting for. Your teaching style makes even the most complex topics feel approachable. Can’t wait to dive in and start building something real. Keep up the amazing work!;1;0
Ugw_uuOCjkbKibyZ7P94AaABAg;None;V7TMkZH1AkM;@SamiAlzein;UC0vLZ5ks4iyoTGL5awP7_CQ;http://www.youtube.com/@SamiAlzein;All the best Mosh!🎉;All the best Mosh!🎉;3;0
UgyMMZu7YqeoVdZMEul4AaABAg;None;V7TMkZH1AkM;@soheibpapi;UCdNneM3GPTDM6AOsgzDcyqQ;http://www.youtube.com/@soheibpapi;I can’t wait for this course, my fellow countryman!❤❤❤❤❤❤❤❤❤❤;I can’t wait for this course, my fellow countryman!❤❤❤❤❤❤❤❤❤❤;2;0
UgytcDS83AXUt6vDj8N4AaABAg;None;V7TMkZH1AkM;@amna-y3r2c;UCzJhwd7lGS3PYcYvnqFR4oQ;http://www.youtube.com/@amna-y3r2c;"Your videos are always so informative and helpful, love your work! Also noticed the editing&#39;s so clean! Do you edit them yourself or work with an editor?";Your videos are always so informative and helpful, love your work! Also noticed the editing's so clean! Do you edit them yourself or work with an editor?;0;0
UgzC43hI5WHaMWMXU5J4AaABAg;None;V7TMkZH1AkM;@bonBravo254;UCtSBaAtGwIrqshaDbhWxaWA;http://www.youtube.com/@bonBravo254;Looking forward to it i just finished the spring Boot course i am quite confident with it thanks;Looking forward to it i just finished the spring Boot course i am quite confident with it thanks;1;0
UgyVWy7_43A_9uiUKU14AaABAg;None;V7TMkZH1AkM;@Dimon_911z;UCW4reSd5ziLf8ypotfR7DQw;http://www.youtube.com/@Dimon_911z;"Yay! I&#39;m so excited! Essential skills to know in this growing AI tech industry!";Yay! I'm so excited! Essential skills to know in this growing AI tech industry!;1;0
UgyHjLwcBGM9MWdUXSZ4AaABAg;None;V7TMkZH1AkM;@philaphoswa5034;UCauboOjnrZkDUun98IRBkPA;http://www.youtube.com/@philaphoswa5034;"Just last week I was so eager to know Mosh&#39;s point of view in as far as AI is concerned I&#39;m glad he has responded.";Just last week I was so eager to know Mosh's point of view in as far as AI is concerned I'm glad he has responded.;0;0
UgxyHnmiuT6USTBm59F4AaABAg;None;V7TMkZH1AkM;@thembafortune9318;UC6TWhgBHz-96nYUX7e-5ahw;http://www.youtube.com/@thembafortune9318;"Yay Mosh🎉, that&#39;s fantastic news. On which day do you think you&#39;ll be launching the course?";Yay Mosh🎉, that's fantastic news. On which day do you think you'll be launching the course?;0;0
Ugw4Y3PdgjYEEO2CM454AaABAg;None;V7TMkZH1AkM;@mecKe971;UCVjhQO6Kdiw5VGfunQEK4lA;http://www.youtube.com/@mecKe971;Thank you ❤;Thank you ❤;3;0
Ugwm6dGL2i1G2hKXOw94AaABAg;None;V7TMkZH1AkM;@attacheewoo;UCe9oJ9r2hJforOuUbL19Hig;http://www.youtube.com/@attacheewoo;"Mosh is back, bringing the course I&#39;ve been looking forward to. I&#39;m so happy.";Mosh is back, bringing the course I've been looking forward to. I'm so happy.;0;0
UgxkHRgDFHsQA9DULbh4AaABAg;None;V7TMkZH1AkM;@siddharthsharma9376;UCdPH7sL-39gdiZ-tWK4e4zA;http://www.youtube.com/@siddharthsharma9376;"I purchased your spring boot course I&#39;ll buy this too";I purchased your spring boot course I'll buy this too;1;0
Ugy45G4XNnv6A6TxYT54AaABAg;None;V7TMkZH1AkM;@AjabNoor11;UCxZ6KG3vQtDMExW9uyq-Skw;http://www.youtube.com/@AjabNoor11;Thank you mosh 😊❤;Thank you mosh 😊❤;1;0
Ugxp3pN_TcG9PCyJ9th4AaABAg;None;V7TMkZH1AkM;@hv6411;UCOFbFk2h6k63bsa5IR_K4lg;http://www.youtube.com/@hv6411;Yes❤🙏🏼<br>Mosh I was asking myself and wishing yesterday - when is Mosh releasing AI course. TY! the Universe answered🤩;"Yes❤🙏🏼
Mosh I was asking myself and wishing yesterday - when is Mosh releasing AI course. TY! the Universe answered🤩";0;0
UgxACbMY60RepDzrKUl4AaABAg;None;V7TMkZH1AkM;@Latigo;UCNnYyi-PvDvz9m7dzm0qiMw;http://www.youtube.com/@Latigo;Awesome. I did not know it but I was waiting for you to make this announcement!;Awesome. I did not know it but I was waiting for you to make this announcement!;0;0
UgwzbCXUKvowl447xZF4AaABAg;None;V7TMkZH1AkM;@Gideonice4life;UCXycmufHlGmlNZgv6vodfCg;http://www.youtube.com/@Gideonice4life;Small YouTuber let’s gather here and grow 🎉🎉why watching;Small YouTuber let’s gather here and grow 🎉🎉why watching;3;0
Ugx2fuc8JNpYewYRY1Z4AaABAg;None;V7TMkZH1AkM;@mith-hy145;UCHfJNo9ujcevcPuV5jPUBTQ;http://www.youtube.com/@mith-hy145;Super excited for this new project! 🙌 It would be amazing if you could add an auto-dubbed Hindi audio option for Indian viewers 🇮🇳🙏 If not possible, no worries — thank you so much for your continuous support and hard work! ❤;Super excited for this new project! 🙌 It would be amazing if you could add an auto-dubbed Hindi audio option for Indian viewers 🇮🇳🙏 If not possible, no worries — thank you so much for your continuous support and hard work! ❤;0;0
Ugwew_Hq3Zndh8l2ttF4AaABAg;None;V7TMkZH1AkM;@ahmedrajaspeaks;UCKRIwKl9obWqVDxn5fRqjcA;http://www.youtube.com/@ahmedrajaspeaks;Thanks Mosh for being there for us in this ever evolving era of AI.;Thanks Mosh for being there for us in this ever evolving era of AI.;0;0
Ugy_4X-hFRQnjM0263V4AaABAg;None;V7TMkZH1AkM;@kamisoulhunter;UCQg1-F5S6kdV29scnDaEukQ;http://www.youtube.com/@kamisoulhunter;"I really appreciate you mosh for this upcoming course. Please bring us great foundation in AI for creating web apps because it&#39;s new and hard for to turn my head around. definitely purchasing this!🔥🔥🤟";I really appreciate you mosh for this upcoming course. Please bring us great foundation in AI for creating web apps because it's new and hard for to turn my head around. definitely purchasing this!🔥🔥🤟;0;0
UgzANrZP_iwSzlmZr2R4AaABAg;None;V7TMkZH1AkM;@membongchristopher4190;UC5f-Yas3S-Gtb6SOmd0dRgA;http://www.youtube.com/@membongchristopher4190;Watching from Ghana 🇬🇭 mosh you are the best;Watching from Ghana 🇬🇭 mosh you are the best;0;0
UgxMydfOUNFNArLR7pZ4AaABAg;None;V7TMkZH1AkM;@xXHelsingGamingXx;UCCd84zFZ7u9HLaSIQdzOClA;http://www.youtube.com/@xXHelsingGamingXx;Totally waiting for this amazing course!;Totally waiting for this amazing course!;0;0
UgwBQmTltyF-WTbtjut4AaABAg;None;V7TMkZH1AkM;@RezaMarz;UCy_ntgtD-aiiDVESn2yrkTg;http://www.youtube.com/@RezaMarz;Amazing. Thanks Mosh. God bless you.;Amazing. Thanks Mosh. God bless you.;0;0
UgyeI9UaXWg--8XqcLh4AaABAg;None;V7TMkZH1AkM;@AY-TechTaleStudio;UC80xMZl8H4Nm8LZvMmQvuuw;http://www.youtube.com/@AY-TechTaleStudio;When I see Mosh I get goosebumps;When I see Mosh I get goosebumps;1;0
Ugxlcn9ZL3rrkfZ6h494AaABAg;None;V7TMkZH1AkM;@claudistack;UCB_ufU8Rv2rrFjWDrAqo9SQ;http://www.youtube.com/@claudistack;Watching from Rwanda. Waiting for the course....;Watching from Rwanda. Waiting for the course....;0;0
Ugy5513R4dj2VkCzfxx4AaABAg;None;V7TMkZH1AkM;@cristiancustodio7;UCw1NlsvvyzAss_4goapHroQ;http://www.youtube.com/@cristiancustodio7;Finally! Thanks Mosh;Finally! Thanks Mosh;1;0
Ugw67W1Mw1DGGW8V8294AaABAg;None;V7TMkZH1AkM;@Hebrew_Land;UCaIoVzMdu7ZjtNAqCdxxPKg;http://www.youtube.com/@Hebrew_Land;Which languages there is a need to know in order to be ready? <br>Chatbot is via python?;"Which languages there is a need to know in order to be ready? 
Chatbot is via python?";1;0
UgzwrrPHD10Y1FmH6cB4AaABAg;None;V7TMkZH1AkM;@rutpshah;UC_pVaYeSlXDAKVu0rOAtQBg;http://www.youtube.com/@rutpshah;Would love to purchase this. I also hope you will update your existing courses React/Redux/Typescript etc.;Would love to purchase this. I also hope you will update your existing courses React/Redux/Typescript etc.;0;0
UgzT-0Ps_nQ9FJqLTLl4AaABAg;None;V7TMkZH1AkM;@seanymcelroy;UCwifuINVAPgd1_YKFv3t9yA;http://www.youtube.com/@seanymcelroy;Looking forward to this one!;Looking forward to this one!;1;0
UgyHrqv0XXBkXxBsq8V4AaABAg;None;V7TMkZH1AkM;@Antonio-trillanes;UCWCzqWwsvXZ3FoW_mwPsH3Q;http://www.youtube.com/@Antonio-trillanes;Mobile app course 🎉;Mobile app course 🎉;7;3
Ugxi-eItgRvsHiD5ePJ4AaABAg;None;V7TMkZH1AkM;@itzkaida;UCXeT_Dph5wRWZyb0UmGS40g;http://www.youtube.com/@itzkaida;Guys lets support this very obscure upcoming creator known as Mosh 🙏;Guys lets support this very obscure upcoming creator known as Mosh 🙏;0;0
Ugwge_UQG-ORpg_5cJJ4AaABAg;None;V7TMkZH1AkM;@totomomo18;UC9OhfYmYL2jfl7wUcWs74nw;http://www.youtube.com/@totomomo18;Which Ai Tool will you be using ? Cursor . Claude Code. Windsurf just plain Vs Code with Github Copilot or maybe Intellij with his Ai Assistants or Augment Code ?;Which Ai Tool will you be using ? Cursor . Claude Code. Windsurf just plain Vs Code with Github Copilot or maybe Intellij with his Ai Assistants or Augment Code ?;0;0
Ugys1LOKy8zh3AG2IIZ4AaABAg;None;V7TMkZH1AkM;@SaadShafiq-d2t;UCzCd0QlryqDA-ozWpyvKKhg;http://www.youtube.com/@SaadShafiq-d2t;happy to hear about it... any ETA?;happy to hear about it... any ETA?;0;0
UgzRVBiSThhvzyhM7Mp4AaABAg;None;V7TMkZH1AkM;@MDuude1229;UCHi3DPYkDKfeOsS6YuPqvgw;http://www.youtube.com/@MDuude1229;"Nice, can&#39;t wait for this!";Nice, can't wait for this!;1;0
UgxxhgtOSMfBtVDQ9CV4AaABAg;None;V7TMkZH1AkM;@mohamadkadatuan7818;UC-_ztCOqa3OKGyMMoSbrQyg;http://www.youtube.com/@mohamadkadatuan7818;Mosh, this is awesome 👌 👏 👍...<br>While lot of folks talk about vibe coding.  I still believe that knowing how it works under d hood is the real deal.;"Mosh, this is awesome 👌 👏 👍...
While lot of folks talk about vibe coding.  I still believe that knowing how it works under d hood is the real deal.";0;0
Ugwz4muXs1qfWsCuzZ14AaABAg;None;V7TMkZH1AkM;@KTNation-05;UCtlf_7hcmzyw4qugfq8UajQ;http://www.youtube.com/@KTNation-05;"Can&#39;t wait 😁";Can't wait 😁;1;0
UgyN5R-u-2KWUvyFVY54AaABAg;None;V7TMkZH1AkM;@koketsophiri1753;UCBGgPLxqhJ9T1v2JSqmva0g;http://www.youtube.com/@koketsophiri1753;We are waiting 🇿🇦 🎉;We are waiting 🇿🇦 🎉;0;0
UgwzYbtpKHTb9MyNB094AaABAg;None;V7TMkZH1AkM;@arjunsheshadri8927;UC4tVkivrcq1SkeTPxzsSHCg;http://www.youtube.com/@arjunsheshadri8927;Hello Mosh Sir, could you please do a tutorial on rust?;Hello Mosh Sir, could you please do a tutorial on rust?;0;0
UgwD-tEYEy5bUbcuTzZ4AaABAg;None;V7TMkZH1AkM;@ranjithbantu7464;UCw_vx8R1YaFmrup7q4ybtmQ;http://www.youtube.com/@ranjithbantu7464;Do I need to know any programming language,or memorize coding practices or will this course show how to build production apps by using AI tools (e.g., Cursor) to connect the pieces—database/Supabase, auth, APIs, and UI—so it’s workflow‑first rather than syntax‑heavy?;Do I need to know any programming language,or memorize coding practices or will this course show how to build production apps by using AI tools (e.g., Cursor) to connect the pieces—database/Supabase, auth, APIs, and UI—so it’s workflow‑first rather than syntax‑heavy?;0;0
UgyLPE8QjmgwoxHVInh4AaABAg;None;V7TMkZH1AkM;@ahamedm.h.a9205;UCGsTVlFqn4M3QzDuhwwj59Q;http://www.youtube.com/@ahamedm.h.a9205;Mosh back again with the most relevant content for the time.;Mosh back again with the most relevant content for the time.;0;0
UgxVMMzFp8KXntRN0zR4AaABAg;None;V7TMkZH1AkM;@sivanamoah6947;UC5lzTHhLLIKHcLAyaTnb5OA;http://www.youtube.com/@sivanamoah6947;Thanks very much for your efforts, Sir. AI, has come to stay and its good to have such a course from you.;Thanks very much for your efforts, Sir. AI, has come to stay and its good to have such a course from you.;0;0
UgzxAWx-E4M_3IX-khd4AaABAg;None;V7TMkZH1AkM;@bonBravo254;UCtSBaAtGwIrqshaDbhWxaWA;http://www.youtube.com/@bonBravo254;A game development roadmap will be quite useful;A game development roadmap will be quite useful;0;0
Ugzi8R5j238gCTY31Ul4AaABAg;None;V7TMkZH1AkM;@FarhankhanCreations;UCcFHy-F6I2UF20JUPllhJHw;http://www.youtube.com/@FarhankhanCreations;Am too excited and waiting for Sir Mosh ? Sir that would be paid or on Youtube?;Am too excited and waiting for Sir Mosh ? Sir that would be paid or on Youtube?;0;0
UgzgoIVoBsw4f6L_YsZ4AaABAg;None;V7TMkZH1AkM;@natzvales7888;UCyhxSjj9GXf1RyyFUaNCr2A;http://www.youtube.com/@natzvales7888;Go Mosh, I will wait for the launch even if I have experience in integrating springboot app with AI. Still your approach is the best.;Go Mosh, I will wait for the launch even if I have experience in integrating springboot app with AI. Still your approach is the best.;0;0
UgwDc7xKC_J3Z5dbdiV4AaABAg;None;V7TMkZH1AkM;@JOSHUAPRAYER-z4z;UCj11VR38Us7eor2EoXrZe8Q;http://www.youtube.com/@JOSHUAPRAYER-z4z;Love love love it😍;Love love love it😍;1;0
UgycNPPr18BfwCROp_J4AaABAg;None;V7TMkZH1AkM;@abdulwahabyaqbi;UCdJ1FOiPtxgUIlkav6TkF7A;http://www.youtube.com/@abdulwahabyaqbi;Amazing teacher(No you are more than a teacher), Amazing Courses, Thank you my game changer;Amazing teacher(No you are more than a teacher), Amazing Courses, Thank you my game changer;0;0
UgwGAmG1P4jU18htReZ4AaABAg;None;ODjFDZC_TyA;@shahilghale5163;UCwHupSff6nP10BCDEADdurw;http://www.youtube.com/@shahilghale5163;"Please make more of these Exercises for each and different programming languages, having such questions can help us understand and strengthen our programming knowledge and understanding. With solutions to it as well. Seen your Python tutorial and its been a blessing to stumble upon your video! If I do happen to land a job, it&#39;ll be all thanks to you! Much love from Nepal! 🙌🙏";Please make more of these Exercises for each and different programming languages, having such questions can help us understand and strengthen our programming knowledge and understanding. With solutions to it as well. Seen your Python tutorial and its been a blessing to stumble upon your video! If I do happen to land a job, it'll be all thanks to you! Much love from Nepal! 🙌🙏;85;0
Ugxw7pSdQlbInm4hnF94AaABAg;None;ODjFDZC_TyA;@doublebeanieba7633;UCjrTmq2N8D3KehAIVjHN5xA;http://www.youtube.com/@doublebeanieba7633;Just starting my journey with Python! Learning so I can afford AC in this 105 degree weather 🥵. Cant run my laptop between the hours of 12pm - 10pm or it will overheat in 10 mins. So I moslty learn at night. Thank you Mosh for the videos! Hope everyone here is successful in their endeavors 😊;Just starting my journey with Python! Learning so I can afford AC in this 105 degree weather 🥵. Cant run my laptop between the hours of 12pm - 10pm or it will overheat in 10 mins. So I moslty learn at night. Thank you Mosh for the videos! Hope everyone here is successful in their endeavors 😊;6;0
UgwVGjri_4OSpZviCgd4AaABAg;None;ODjFDZC_TyA;@panda9315;UC5Xz9L49b03VEaRNw3x14xg;http://www.youtube.com/@panda9315;"Here&#39;s a different solution for the first exercise:<br>num = []<br>for x in range(2, 10, 2):<br>    print(x)<br>    num.append(x)<br>c = len(num)<br>print(f&#39;We have {c} even numbers&#39;)";"Here's a different solution for the first exercise:
num = []
for x in range(2, 10, 2):
    print(x)
    num.append(x)
c = len(num)
print(f'We have {c} even numbers')";24;3
Ugx3x9HXs1if8gVC5gN4AaABAg;None;ODjFDZC_TyA;@TheDrumtracks;UCMAQxzcAKdxZDnoSsoIhktg;http://www.youtube.com/@TheDrumtracks;"counter = 0<br><br>for x in range(10):<br>    if x &gt; 0:<br>        if x % 2 == 0:<br>            counter += 1<br>            print(x)<br><br>print(&quot;We have&quot;, counter, &quot;even numbers! :)&quot;) <br><br>Thank you! Nice Exercise!";"counter = 0

for x in range(10):
    if x > 0:
        if x % 2 == 0:
            counter += 1
            print(x)

print(""We have"", counter, ""even numbers! :)"") 

Thank you! Nice Exercise!";12;1
UgybAweKF9rOJzzw4WV4AaABAg;None;ODjFDZC_TyA;@RohitKumarRathi91;UC1adwB6SDU5np_GhNorL-8Q;http://www.youtube.com/@RohitKumarRathi91;"for a in range(1,10):<br>    if a%2==0:<br>        print(a)<br>b= a.bit_length()<br>print(f&quot;we have {b} numbers&quot;)";"for a in range(1,10):
    if a%2==0:
        print(a)
b= a.bit_length()
print(f""we have {b} numbers"")";3;0
UgyfBv8s5-zoxDIOfvl4AaABAg;None;ODjFDZC_TyA;@khalilsial1;UCT3ozzJCakGBC4nqikix0Pw;http://www.youtube.com/@khalilsial1;Bro could  you please make one complete video that have only exercises and their solution same like this one  for beginners to the expert level programmers. Thanks;Bro could  you please make one complete video that have only exercises and their solution same like this one  for beginners to the expert level programmers. Thanks;10;0
Ugy-MPOP26H4WiLRnf94AaABAg;None;ODjFDZC_TyA;@Just_Me_Being_Myself;UCQepHjkn1Dw3XKXTofKnQ4Q;http://www.youtube.com/@Just_Me_Being_Myself;Thank you so much for this,! Just getting started with Python (and programming in general), and was having trouble finding excercices like these.;Thank you so much for this,! Just getting started with Python (and programming in general), and was having trouble finding excercices like these.;8;0
UgwftCCsb8Lk7ulOc_x4AaABAg;None;ODjFDZC_TyA;@ericadsuara1283;UCW80Kx1TEvgXv4NxvZubLPw;http://www.youtube.com/@ericadsuara1283;This really helps to brainstorm and have more knowledge if you want to take a course in computer science. Please make more courses in terms of coding and programming since it helps a lot of people who wants to learn the basics and have common knowledge in this course. Also please make more exercises like these so that we can brainstorm.;This really helps to brainstorm and have more knowledge if you want to take a course in computer science. Please make more courses in terms of coding and programming since it helps a lot of people who wants to learn the basics and have common knowledge in this course. Also please make more exercises like these so that we can brainstorm.;4;0
UgzvnkOHVxyZpKgi5ft4AaABAg;None;ODjFDZC_TyA;@matankkanu1937;UCZc63Soav_nic3_BJkgOWxw;http://www.youtube.com/@matankkanu1937;"Syntax :<br>count = 0<br>for i in range ( 1,11):<br>   if (i % 2)==0:<br>        print (i)<br>        count +=1<br>   else:<br>       pass    <br><br>print(f&quot;we have {count} even numbers&quot;)        <br><br>Nice exercise sir";"Syntax :
count = 0
for i in range ( 1,11):
   if (i % 2)==0:
        print (i)
        count +=1
   else:
       pass    

print(f""we have {count} even numbers"")        

Nice exercise sir";0;0
UgyMDso7Z3_mewN8W_B4AaABAg;None;ODjFDZC_TyA;@prashanttiwari120;UCaG2ZbD2TXnc-D3YRggpo1w;http://www.youtube.com/@prashanttiwari120;Hi Mosh please make tutorial on spring boot and especially spring security .It will be very useful for lots of people , especially of you are doing :);Hi Mosh please make tutorial on spring boot and especially spring security .It will be very useful for lots of people , especially of you are doing :);7;0
UgzjgAgIWHHrxEUKAwp4AaABAg;None;ODjFDZC_TyA;@DevineInnovations;UCFOGuPKR3F4tjB-RLIt-g0Q;http://www.youtube.com/@DevineInnovations;"I got everything except for printing &quot;We have 4 numbers&quot; (before I looked at the solution). But in my defense, I don&#39;t think I&#39;ve learned formatted strings yet. I also defined it as a function called evens(x,y), so that evens(1,10) gave me the right numbers.<br><br><br>Thanks, this was a good exercise!";"I got everything except for printing ""We have 4 numbers"" (before I looked at the solution). But in my defense, I don't think I've learned formatted strings yet. I also defined it as a function called evens(x,y), so that evens(1,10) gave me the right numbers.


Thanks, this was a good exercise!";6;1
UgyxZvZSTCTexYrLgaV4AaABAg;None;ODjFDZC_TyA;@KampfhelikopterTiger;UCo6rlPNaIqzLEZiijhpBEfg;http://www.youtube.com/@KampfhelikopterTiger;"Here is a different solution, bc a number with a comma number cant be an int and must be a float:<br>even_num = []<br>for i in range(1, 10):<br>   if i/2 == int(i/2):<br>       even_num.append(i)<br>       print(i)<br>print(&quot;There are &quot; + str(len(even_num)) + &quot; even numbers!&quot;)";"Here is a different solution, bc a number with a comma number cant be an int and must be a float:
even_num = []
for i in range(1, 10):
   if i/2 == int(i/2):
       even_num.append(i)
       print(i)
print(""There are "" + str(len(even_num)) + "" even numbers!"")";3;0
UgxP2qWZ5f2F-qhrFIV4AaABAg;None;ODjFDZC_TyA;@Flamecasts;UCwP6QUA-PqtC03J5lSsrHLA;http://www.youtube.com/@Flamecasts;"for integers in range(2,10,2):<br>  print(integers)<br>  <br><br>print(&#39;We have 4 even numbers&#39;)<br><br>Ez pz";"for integers in range(2,10,2):
  print(integers)
  

print('We have 4 even numbers')

Ez pz";2;0
UgwfvBX4Qqx6E2MFwUV4AaABAg;None;ODjFDZC_TyA;@ExcelTutorials1;UC_fOtAiIL4Gf1adarvs1wsw;http://www.youtube.com/@ExcelTutorials1;I really appreciate the help man!!!;I really appreciate the help man!!!;7;0
Ugw9dPsMkiyp0d8N10Z4AaABAg;None;ODjFDZC_TyA;@pastehl;UCWi1jLqI-cgU2alfphirZHw;http://www.youtube.com/@pastehl;"c = 0<br>for i in range (10):<br>    if(i % 2 == 0 and i!= 0):<br>        print(i)<br>        c+= 1<br>print(&quot;There is &quot;+str(c)+ &quot; even numbers&quot;)";"c = 0
for i in range (10):
    if(i % 2 == 0 and i!= 0):
        print(i)
        c+= 1
print(""There is ""+str(c)+ "" even numbers"")";1;0
UgxyPdBeUoUyB9dQ6k54AaABAg;None;ODjFDZC_TyA;@prynsh7737;UCpbblfcuzMJBWzZLsg3yhaA;http://www.youtube.com/@prynsh7737;For i in range(1,10):<br>    If i % 2 == 0:<br>        Print(i)<br>Print(“we have 4 even numbers”);"For i in range(1,10):
    If i % 2 == 0:
        Print(i)
Print(“we have 4 even numbers”)";10;0
UgyjQPFXovTxEYiurh94AaABAg;None;ODjFDZC_TyA;@spriteguy7819;UCQdbJ-3RJlhUKYMzZfj7Agg;http://www.youtube.com/@spriteguy7819;"for x in range(1,10):<br>    if x%2 ==0:<br>        print(x)<br>        <br>print(&#39;We Have 4 Even Numbers&#39;)<br><br># I did this to get the output in the video";"for x in range(1,10):
    if x%2 ==0:
        print(x)
        
print('We Have 4 Even Numbers')

# I did this to get the output in the video";1;0
UgzlKZsxpMihFXyxVel4AaABAg;None;ODjFDZC_TyA;@ReaperofGods01;UCTa3x1U6i6gvT3ZsMaYUJeQ;http://www.youtube.com/@ReaperofGods01;"for i in range(1, 10):<br>    if i % 2 == 0:<br>        print(i)<br>    i = i + 1<br>(Didn&#39;t know he explained it in the video before I had done it.)";"for i in range(1, 10):
    if i % 2 == 0:
        print(i)
    i = i + 1
(Didn't know he explained it in the video before I had done it.)";0;0
UgyPCGYN3lfVdbkkhVh4AaABAg;None;ODjFDZC_TyA;@shruts_thegirl;UCoAsY3bFi0Nv-zTBv8gmgaw;http://www.youtube.com/@shruts_thegirl;for i in range(1,21):<br> if(i%2==0):<br>  print(i);"for i in range(1,21):
 if(i%2==0):
  print(i)";1;0
UgyL8UYbRGnD8lLZ9Ip4AaABAg;None;ODjFDZC_TyA;@radekspilka273;UCUjO-nDU9WbYqFxy5mIU0mw;http://www.youtube.com/@radekspilka273;i am only one who feel so dumb after watching this?;i am only one who feel so dumb after watching this?;309;25
UgzfuTye4r8w-n7mpgR4AaABAg;None;ODjFDZC_TyA;@pablosantos1860;UC6JOv7b7LSLsSZovsSsAMUA;http://www.youtube.com/@pablosantos1860;"contador = 0<br><br>for x in range (1,10):<br>    if x % 2 == 0:<br>        contador += 1<br>        print(x)<br>print(f&quot;Nós temos {contador} números pares.&quot;)";"contador = 0

for x in range (1,10):
    if x % 2 == 0:
        contador += 1
        print(x)
print(f""Nós temos {contador} números pares."")";0;0
UgwRlZbBnqlVX_J7KU14AaABAg;None;ODjFDZC_TyA;@ruandemeneses9513;UCzlzDHGCm6vAlqAi91HbcAQ;http://www.youtube.com/@ruandemeneses9513;"for i in range(1,10,1):<br>    # se o resto da divisão de I (variavel coringa do loop for) for = a 0 imprima o I)<br>    if i % 2 == 0:<br>        print(i)<br>print(&quot;we have 4 even numbers !&quot;)";"for i in range(1,10,1):
    # se o resto da divisão de I (variavel coringa do loop for) for = a 0 imprima o I)
    if i % 2 == 0:
        print(i)
print(""we have 4 even numbers !"")";0;0
UgzA6Ysz0O4VKyj-rxJ4AaABAg;None;ODjFDZC_TyA;@JSRJS;UCqnfAO3s8j8hTY308ODhsCQ;http://www.youtube.com/@JSRJS;"Holy cow I did this a totally different way but it worked.  I basically divided each number in the range by 2 and if that number % 2 equaled 0 then I put that number into a array and also printed that number.  Then at the end of the program I just counted the length of the array. Thoughts?  Here&#39;s my code<br><br>nums = range(1, 10)<br>array = []<br>for items in nums:<br>    mod = items % 2<br>    if mod == 0:<br>        array.append(items)<br>        print(items)<br>print(&quot;We have &quot; +str(len(array))+ &quot; even numbers&quot;)";"Holy cow I did this a totally different way but it worked.  I basically divided each number in the range by 2 and if that number % 2 equaled 0 then I put that number into a array and also printed that number.  Then at the end of the program I just counted the length of the array. Thoughts?  Here's my code

nums = range(1, 10)
array = []
for items in nums:
    mod = items % 2
    if mod == 0:
        array.append(items)
        print(items)
print(""We have "" +str(len(array))+ "" even numbers"")";0;0
Ugz8yL_iJX1yPazcdvB4AaABAg;None;ODjFDZC_TyA;@efendimdayi;UCzs-lWQw-1WRhn8wIi2GWpw;http://www.youtube.com/@efendimdayi;a = range(1, 5)<br>for x in a:<br>      print(x+x)<br>print(“We are only even numbers”)<br><br>After the for loop,<br>Add b = x + 1 then print(x+b)<br>to make it all odd numbers instead of even,<br><br>Thoughts ???;"a = range(1, 5)
for x in a:
      print(x+x)
print(“We are only even numbers”)

After the for loop,
Add b = x + 1 then print(x+b)
to make it all odd numbers instead of even,

Thoughts ???";0;0
UgyhQOLDNO0BdmLf-4t4AaABAg;None;ODjFDZC_TyA;@wesley25101;UC12QH4hOeer4yWdS_mR-Arw;http://www.youtube.com/@wesley25101;"Thank you for the video! &lt;3 Helped a lot! Greetings from Brazil!";Thank you for the video! <3 Helped a lot! Greetings from Brazil!;9;2
